city,attraction_name,description,attraction_type,address,latitude,longitude,rating,opening_time,closing_time,closing_dates,min_visit_hours,max_visit_hours,ticket_price,popularity_tags,crowd_risk,queue_risk,peak_crowd_windows
Guangzhou,Guifeng Village,,Cultural Landscape,,23.814063,114.013896,,00:00,24:00,,1.0,2.0,0.0,,,,
Guangzhou,Da Hema Water World,,Amusement Park/Sports & Entertainment,,23.21988,113.331571,,10:00,18:00,,2.0,3.5,55.0,,,,
Guangzhou,Nansha Dajiao Mountain Coastal Park,,Park,,22.756166,113.625676,,00:00,24:00,,2.5,3.0,0.0,,,,
Guangzhou,Guangzhou Ye'en Animal Park,,Amusement Park/Sports & Entertainment,,23.142399,113.331733,,10:00,22:00,,1.5,2.0,0.0,,,,
Guangzhou,Nansha Coastal Swimming Pool,,Amusement Park/Sports & Entertainment,,22.766857,113.62641,,09:00,18:00,,1.0,2.0,0.0,,,,
Guangzhou,Pearl River Night Cruise (Haixinsha East District Pier),,Amusement Park/Sports & Entertainment,,23.116329,113.333457,,16:00,22:30,,2.5,3.0,0.0,,,,
Guangzhou,Nansha Shijiu Yong,,Cultural Landscape,,22.60589,113.65163,,00:00,24:00,,1.0,2.5,0.0,,,,
Guangzhou,Guangzhou Maritime Museum,,Museum/Memorial Hall,,23.085411,113.508844,,08:00,16:00,,2.5,3.0,0.0,,,,
Guangzhou,Bai'etan Greater Bay Area Art Center,,Art Museum/Gallery,,23.107106,113.246052,,09:00,17:00,,2.5,4.0,0.0,,,,
Guangzhou,Ecological Design Town,,Others,,23.708562,113.727591,,09:00,22:00,,2.0,3.5,0.0,,,,
Guangzhou,Xifang Dayuan Cultural Creative Park,,Cultural Tourism Zone,,22.943144,113.36367,,00:00,24:00,,2.0,3.0,0.0,,,,
Guangzhou,Guangzhou Baiyun International Convention Center,,Commercial District,,23.194991,113.286075,,00:00,24:00,,0.5,2.0,0.0,,,,
Guangzhou,Yuzhu Pier,,Cultural Landscape,,23.099873,113.436123,,00:00,23:30,,2.0,3.0,0.0,,,,
Guangzhou,Grandview Cyber Sports Space,,Amusement Park/Sports & Entertainment,,23.13786,113.333634,,10:00,22:00,,1.5,3.0,198.0,,,,
Guangzhou,Panyu Happy Forest,,Amusement Park/Sports & Entertainment,,23.016062,113.446159,,10:00,21:00,,2.5,3.0,19.9,,,,
Guangzhou,Chimelong Paradise - Happy Ferris Wheel,,Amusement Park/Sports & Entertainment,,23.003416,113.336111,,10:00,18:00,,1.5,2.0,0.0,,,,
Guangzhou,Guangdong Folk Art Museum,,Museum/Memorial Hall,,23.133185,113.252021,,09:00,18:00,,0.5,1.5,0.0,,,,
Guangzhou,Tianhe Daguan Wetland Park,,Park,,23.184698,113.429953,,00:00,24:00,,1.0,2.5,0.0,,,,
Guangzhou,Neobio Family Center (Yuehui City Branch),,Amusement Park/Sports & Entertainment,,23.155555,113.249688,,10:00,21:00,,2.5,3.0,0.0,,,,
Guangzhou,Hulu Mountain Forest Park,,Park,,23.187005,113.396663,,00:00,24:00,,1.0,2.0,0.0,classic_hotspot;photo_spot;nature_hotspot,medium,low,weekend;holiday;summer
Guangzhou,Nansha Huigu Super Embankment,,Park,,22.747254,113.612978,,00:00,24:00,,1.0,1.5,0.0,,,,
Guangzhou,Baihua Garden (Santang Road Branch),,Park,,22.944376,113.367285,,11:00,14:00,,2.0,3.0,0.0,,,,
Guangzhou,European Style Street,,Commercial District,,22.929721,113.361494,,00:00,24:00,,2.0,3.0,0.0,,,,
Guangzhou,Bishui Gorge Rafting,,Amusement Park/Sports & Entertainment,,23.684252,113.770997,,13:30,16:30,,0.5,1.5,35.0,,,,
Guangzhou,Guangzhou Asian Games City Comprehensive Gymnasium,,Amusement Park/Sports & Entertainment,,22.947651,113.488521,,09:00,12:00,,2.0,3.5,0.0,,,,
Guangzhou,Huaisheng Mosque,,Historical Sites,,23.129071,113.265427,,00:00,24:00,,2.0,2.5,0.0,,,,
Guangzhou,Guangzhou Art Museum (New Hall),,Art Museum/Gallery,,23.106824,113.332724,,09:00,17:00,,0.5,1.5,0.0,classic_hotspot;photo_spot;family_hotspot;culture_hotspot,medium,medium,weekend;holiday;school_holiday
Guangzhou,Sun Yat-sen Literature Museum,,Museum/Memorial Hall,,23.130477,113.277149,,09:30,17:30,,1.0,1.5,0.0,,,,
Guangzhou,Guangdong Huadu Lake National Wetland Park,,Park,,23.387857,113.23775,,06:30,22:00,,1.0,1.5,0.0,,,,
Guangzhou,Night Shanghai (Fashion Tianhe Commercial Plaza Branch),,Commercial District,,23.139698,113.331829,,10:00,22:00,,0.5,1.0,0.0,,,,
Guangzhou,Guangzhou Uprising Martyrs' Cemetery,,Red Tourism Sites,,23.135765,113.292235,,00:00,21:00,,0.5,1.5,0.0,classic_hotspot,medium,medium,weekend;holiday
Guangzhou,Shenjing Ancient Village,,Historical Sites,,23.082073,113.415391,,00:00,24:00,,0.5,1.0,0.0,,,,
Guangzhou,Guangzhou Jidong Park,,Amusement Park/Sports & Entertainment,,23.109833,113.42645,,10:00,21:00,,2.0,3.5,0.0,,,,
Guangzhou,Paitan Town,,Natural Scenery,,23.496063,113.790665,,00:00,24:00,,3.0,3.5,0.0,,,,
Guangzhou,Anhua Hui Happy Boat Theme Park,,Amusement Park/Sports & Entertainment,,23.223415,113.303516,,10:00,19:00,,0.5,2.0,30.0,,,,
Guangzhou,Haixinsha Asian Games Park - Haixinsha Square,,Park,,23.119151,113.327574,,00:00,24:00,,2.0,2.5,0.0,,,,
Guangzhou,OMG Internet Celebrity Street,,Commercial District,,23.045464,113.323994,,09:00,22:00,,3.0,4.0,0.0,,,,
Guangzhou,Lihu Park,,Park,,23.247055,113.818367,,00:00,24:00,,1.5,3.0,0.0,,,,
Guangzhou,Guangzhou Suspended Glass Art Museum (Tianhe Flagship Store),,Art Museum/Gallery,,23.142293,113.330878,,10:00,22:00,,2.0,3.0,39.9,,,,
Guangzhou,Guangzhou Uprising Memorial Hall,,Red Tourism Sites,,23.130345,113.270873,,09:00,17:30,,2.5,4.0,0.0,,,,
Guangzhou,Shitouji Mineral Garden,,Park,,23.406978,113.167616,,09:00,18:00,,1.0,2.0,55.0,,,,
Guangzhou,Guangdong Foreign Affairs Museum,,Museum/Memorial Hall,,23.112228,113.254694,,09:00,11:30,,1.0,2.0,0.0,,,,
Guangzhou,Maldives Happy Island,,Amusement Park/Sports & Entertainment,,23.136176,113.683563,,09:00,23:00,,2.5,3.0,0.0,,,,
Guangzhou,Baoqu Rose World,,Amusement Park/Sports & Entertainment,,23.627666,113.589991,,09:00,18:00,,2.0,3.0,45.0,,,,
Guangzhou,Wangzi Mountain Forest Park,,Park,,23.573497,113.222987,,00:00,17:00,,2.0,2.5,0.0,,,,
Guangzhou,Shamian Island - Riverside Square,,Cultural Landscape,,23.111167,113.25089,,00:00,24:00,,0.5,1.0,0.0,,,,
Guangzhou,Guangdong Museum of Traditional Chinese Medicine,,Museum/Memorial Hall,,23.06527,113.41211,,09:00,16:45,,0.5,2.0,0.0,,,,
Guangzhou,Lin Zexu Memorial Park,,Red Tourism Sites,,23.118215,113.293276,,00:00,24:00,,1.0,2.5,0.0,,,,
Guangzhou,Shennong Caotang Traditional Chinese Medicine Museum,,Museum/Memorial Hall,,23.202979,113.344502,,08:30,12:00,,1.0,1.5,0.0,,,,
Guangzhou,Guangzhou Unicorn Starry Sky Art Museum,,Art Museum/Gallery,,23.128956,113.273693,,10:00,22:00,,0.5,1.5,39.8,,,,
Guangzhou,Wanbo Center,,Commercial District,,23.013736,113.349203,,09:00,17:30,,0.5,2.0,0.0,,,,
Guangzhou,Zengjiang Gallery,,Natural Scenery,,23.262268,113.832543,,00:00,24:00,,2.0,2.5,0.0,,,,
Guangzhou,Mangu Garden,,Cultural Landscape,,23.408068,113.164816,,00:00,22:00,,1.5,2.0,0.0,,,,
Guangzhou,Whampoa Military Academy Historical Site First Exhibition Hall,,Red Tourism Sites,,23.092223,113.432175,,09:00,17:00,,3.0,3.5,0.0,,,,
Guangzhou,Sihai Equestrian,,Amusement Park/Sports & Entertainment,,23.027175,113.454251,,09:30,11:00,,3.0,4.0,0.0,,,,
Guangzhou,Upside Down Museum (Jiedeng Metropolis Branch),,Museum/Memorial Hall,,23.13211,113.27208,,10:00,21:00,,2.5,3.0,0.0,,,,
Guangzhou,Guangzhou Modern History Museum,,Museum/Memorial Hall,,23.134641,113.289774,,09:00,17:30,,1.0,2.5,0.0,,,,
Guangzhou,Nanping Jingxiu Town,,Cultural Tourism Zone,,23.556879,113.726403,,00:00,24:00,,2.0,3.0,0.0,,,,
Guangzhou,Nanyue Kingdom Water Gate Ruins (Guangming Plaza),,Historical Sites,,23.128582,113.273819,,14:00,18:00,,2.0,2.5,0.0,,,,
Guangzhou,Catholic Guangzhou Diocese Notre Dame de Lourdes Church,,Historical Sites,,23.113254,113.254233,,06:00,17:00,,3.0,3.5,0.0,,,,
Guangzhou,Guangzhou Panyu Helicopter Sightseeing Area,,Amusement Park/Sports & Entertainment,,22.971341,113.52181,,09:00,21:00,,2.0,2.5,499.0,,,,
Guangzhou,Pearl River Night Cruise Provincial Federation Pier,,Cultural Landscape,,23.117493,113.268404,,17:00,21:30,,0.5,1.0,0.0,,,,
Guangzhou,Guangzhou Ancient City Wall,,Historical Sites,,23.142631,113.269913,,00:00,22:00,,1.0,2.5,0.0,,,,
Guangzhou,Guangzhou Celebrity Wax Museum,,Museum/Memorial Hall,,23.111322,113.331595,,09:30,22:30,,2.0,3.0,0.0,,,,
Guangzhou,Haichuang Temple,,Historical Sites,,23.111474,113.265451,,07:00,17:00,,0.5,1.5,0.0,,,,
Guangzhou,Hanjiang House,,Historical Sites,,23.034802,113.371985,,09:00,19:00,,1.5,2.0,0.0,,,,
Guangzhou,Sea Erosion Cave,,Natural Scenery,,23.113316,113.607356,,00:00,24:00,,1.5,3.0,0.0,,,,
Guangzhou,Memorial Hall of the Site of the Third National Congress of the Communist Party of China,,Red Tourism Sites,,23.125053,113.302578,,09:00,17:30,,0.5,1.5,0.0,,,,
Guangzhou,Art of the Roman Empire - Exhibition of Masterpieces from the National Archaeological Museum of Naples,,Museum/Memorial Hall,,23.120486,113.332975,,09:00,17:00,,1.0,2.0,0.0,,,,
Guangzhou,Maker Park,,Park,,23.071633,113.297841,,00:00,24:00,,0.5,2.0,0.0,,,,
Guangzhou,Boat Tour to Explore Hidden Secrets,,Natural Scenery,,23.030921,113.28094,,11:00,17:00,,3.0,3.5,0.0,,,,
Guangzhou,Zhongshan Park,,Park,,23.079364,113.423999,,00:00,24:00,,2.0,3.5,0.0,,,,
Guangzhou,Central Performing Arts Plaza,,Cultural Landscape,,23.005159,113.337564,,00:00,24:00,,0.5,1.0,0.0,,,,
Guangzhou,Guangzhou Folklore Museum,,Museum/Memorial Hall,,23.392541,113.198186,,09:00,17:00,,3.0,3.5,0.0,,,,
Guangzhou,Zinitang,,Cultural Landscape,,22.897389,113.291907,,00:00,24:00,,1.0,2.0,0.0,,,,
Guangzhou,Pearl River Night Cruise Convention and Exhibition Center Pier,,Amusement Park/Sports & Entertainment,,23.110572,113.369801,,10:00,22:00,,2.5,3.0,0.0,,,,
Guangzhou,Guangzhou Incredible Sports Block,,Amusement Park/Sports & Entertainment,,23.125892,113.27646,,10:00,22:00,,2.5,3.0,0.0,,,,
Guangzhou,Dajisha,,Cultural Landscape,,23.087628,113.460518,,00:00,24:00,,3.0,3.5,0.0,,,,
Guangzhou,Butterfly Valley,,Amusement Park/Sports & Entertainment,,23.560945,113.231813,,08:30,18:00,,2.5,4.0,0.0,,,,
Guangzhou,"Zhengguo Old Street Scenic Area, Zhengguo Town, Zengcheng District",,Cultural Tourism Zone,,23.423866,113.901193,,00:00,24:00,,1.5,3.0,0.0,,,,
Guangzhou,Huashan Town,,Cultural Landscape,,23.446089,113.291138,,09:00,22:00,,2.5,3.0,0.0,,,,
Guangzhou,Huangsha Pier,,Cultural Landscape,,23.112267,113.246886,,06:00,22:00,,2.0,3.0,0.0,,,,
Guangzhou,Huangshanlu Forest Park,,Park,,22.783267,113.577166,,00:00,16:30,,0.5,2.0,0.0,,,,
Guangzhou,Hometown Folk Culture Village,,Cultural Tourism Zone,,23.489996,113.0702,,09:00,17:00,,1.0,2.0,58.0,,,,
Guangzhou,Cave Exploration Workshop (Six Elements Flagship Store),,Amusement Park/Sports & Entertainment,,23.102275,113.378826,,10:00,21:00,,0.5,1.0,0.0,,,,
Guangzhou,Kaloka Space Forest Family Park,,Amusement Park/Sports & Entertainment,,23.434425,113.24712,,10:00,20:00,,2.5,3.0,0.0,,,,
Guangzhou,Guangzhou University Town Sports Center,,Amusement Park/Sports & Entertainment,,23.0609,113.397292,,14:00,22:00,,0.5,1.0,0.0,,,,
Guangzhou,Eighteen Arhats Mountain Forest Park,,Park,,22.792373,113.412964,,06:30,18:30,,0.5,1.5,0.0,,,,
Guangzhou,Huangpu Military Theme Park,,Amusement Park/Sports & Entertainment,,23.078618,113.411678,,09:00,17:00,,1.0,2.0,0.0,,,,
Guangzhou,Renwei Ancestral Temple,,Historical Sites,,23.128977,113.242168,,08:00,17:00,,2.0,3.5,0.0,,,,
Guangzhou,Yadong River Stream,,Natural Scenery,,23.70448,113.733508,,00:00,24:00,,2.5,3.0,0.0,,,,
Guangzhou,Guangzhou Art Museum (New Building),,Art Museum/Gallery,,23.106533,113.332614,,09:00,17:30,,0.5,1.0,0.0,,,,
Guangzhou,Lingshan Island Tip,,Natural Scenery,,22.778073,113.523847,,00:00,24:00,,1.5,2.0,0.0,,,,
Guangzhou,Liugeng Hall,,Historical Sites,,22.910211,113.340343,,00:00,17:30,,2.5,3.0,0.0,,,,
Guangzhou,Former Residence of Hong Xiuquan,,Red Tourism Sites,,23.423379,113.179413,,09:00,17:00,,1.5,3.0,0.0,,,,
Guangzhou,Western Suburbs Swimming Pool,,Amusement Park/Sports & Entertainment,,23.128977,113.234057,,07:00,21:30,,1.0,2.0,34.8,,,,
Guangzhou,Guangzhou Overseas Chinese Museum,,Museum/Memorial Hall,,23.119256,113.271033,,09:30,17:00,,3.0,4.0,0.0,,,,
Guangzhou,Puzhou Garden,,Park,,22.768203,113.6226,,00:00,19:00,,3.0,3.5,0.0,,,,
Guangzhou,Fengyunling Forest Park,,Park,,23.54756,113.570755,,00:00,24:00,,0.5,2.0,0.0,,,,
Guangzhou,Guangzhou Tunnel Museum,,Museum/Memorial Hall,,22.764352,113.55845,,10:00,16:30,,0.5,2.0,0.0,,,,
Guangzhou,Former Residence of Mr. Sun Yat-sen,,Red Tourism Sites,,23.092745,113.431038,,09:00,17:00,,0.5,1.0,0.0,,,,
Guangzhou,Gangtou Village Ancient Village,,Historical Sites,,23.428573,113.401361,,00:00,24:00,,2.0,3.5,0.0,,,,
Guangzhou,Guangzhou chi K11 Art Space,,Art Museum/Gallery,,23.123892,113.332952,,10:00,21:30,,1.0,2.0,0.0,,,,
Guangzhou,Former Site of the All-China Federation of Trade Unions,,Red Tourism Sites,,23.125529,113.284248,,09:00,17:30,,0.5,1.0,0.0,,,,
Guangzhou,Guangzhou Baiyun Lake Park,,Park,,23.234257,113.243843,,00:00,21:00,,1.0,2.0,0.0,classic_hotspot;photo_spot;nature_hotspot,medium,low,weekend;holiday;summer
Guangzhou,Guangzhou Gymnasium,,Amusement Park/Sports & Entertainment,,23.187879,113.284057,,09:00,22:00,,1.0,2.5,0.0,,,,
Guangzhou,Langtou Village,,Historical Sites,,23.345045,113.094007,,00:00,24:00,,1.5,2.0,0.0,,,,
Guangzhou,Guangzhou Sculpture Park,,Park,,23.156454,113.27673,,00:00,24:00,,1.5,3.0,0.0,,,,
Guangzhou,Aoka HOKA Light and Shadow Theater,,Amusement Park/Sports & Entertainment,,23.145414,113.313542,,09:00,16:00,,2.0,3.0,35.0,,,,
Guangzhou,People's Park,,Park,,23.133405,113.270815,,00:00,24:00,,0.5,1.0,0.0,classic_hotspot;photo_spot;nature_hotspot,medium,low,weekend;holiday;summer
Guangzhou,Harry Potter (Haizhu Xinduhui Store),,Amusement Park/Sports & Entertainment,,23.07911,113.298414,,10:00,22:00,,1.0,2.0,0.0,,,,
Guangzhou,Nanyue Kingdom Palace Ruins,,Historical Sites,,23.133223,113.276322,,09:00,17:00,,2.0,3.5,0.0,,,,
Guangzhou,Coastal Park,,Park,,22.756007,113.625699,,00:00,24:00,,0.5,1.0,0.0,,,,
Guangzhou,Tianhu Tourism Scenic Area,,Natural Scenery,,23.655576,113.636903,,09:00,17:00,,0.5,1.0,25.0,,,,
Guangzhou,Luogang Xiangxue Park,,Park,,23.189269,113.533589,,00:00,24:00,,0.5,1.0,0.0,,,,
Guangzhou,Guangzhou Erlongshan Garden,,Park,,23.359062,113.736507,,09:00,17:30,,1.5,2.0,0.0,,,,
Guangzhou,Miaqian Night Market,,Commercial District,,23.12929,113.300837,,18:00,24:00,,2.0,3.0,0.0,,,,
Guangzhou,Chigang Tower,,Historical Sites,,23.107593,113.329276,,00:00,24:00,,1.0,2.0,0.0,,,,
Guangzhou,Guangzhou Sunac Grand Circus - Fantasy Secret Realm,,Amusement Park/Sports & Entertainment,,23.43547,113.246764,,10:00,20:00,,2.0,2.5,0.0,,,,
Guangzhou,LPS Local Park,,Park,,23.125749,113.303105,,11:00,20:00,,2.0,3.5,0.0,,,,
Guangzhou,Guangzhou Urban Planning Exhibition Center,,Museum/Memorial Hall,,23.197644,113.284064,,09:00,17:00,,2.0,3.0,0.0,,,,
Guangzhou,Yanjiang Road Bar Street,,Commercial District,,23.039826,113.317041,,00:00,24:00,,1.0,2.5,0.0,,,,
Guangzhou,Guanlong Island,,Natural Scenery,,22.909307,113.490148,,00:00,24:00,,2.0,2.5,0.0,,,,
Guangzhou,Xiguan Grand Mansion Gate,,Historical Sites,,23.124206,113.242879,,00:00,24:00,,0.5,2.0,0.0,,,,
Guangzhou,Guangzhou Sports Culture Museum,,Museum/Memorial Hall,,23.144373,113.328775,,09:00,17:00,,2.5,4.0,0.0,,,,
Guangzhou,Koala Plaza,,Commercial District,,23.006163,113.321381,,00:00,24:00,,2.5,4.0,0.0,,,,
Guangzhou,Huadu Wetland Park,,Park,,23.394674,113.262518,,06:00,22:00,,1.0,2.5,0.0,,,,
Guangzhou,Huangpu Village,,Historical Sites,,23.100133,113.404609,,00:00,24:00,,1.0,2.0,0.0,,,,
Guangzhou,Tropic of Cancer Park,,Park,,23.444851,113.493292,,00:00,24:00,,3.0,3.5,0.0,,,,
Guangzhou,Pearl River Night Cruise (Taikoo Hui Pier),,Cultural Landscape,,23.094724,113.258941,,09:00,22:00,,1.5,2.0,108.0,night_hotspot;photo_spot;classic_hotspot,high,high,weekend;holiday;evening
Guangzhou,Luodong Artisan Town,,Cultural Landscape,,23.502871,113.624054,,09:00,17:00,,2.0,3.5,0.0,,,,
Guangzhou,Zhan Tianyou Former Residence Memorial Hall,,Museum/Memorial Hall,,23.11889,113.246014,,10:00,17:30,,3.0,3.5,0.0,,,,
Guangzhou,Christian Savior Church,,Cultural Landscape,,23.126099,113.277701,,09:00,17:00,,0.5,1.0,0.0,,,,
Guangzhou,Ma'anshan Park,,Park,,23.400687,113.244103,,00:00,24:00,,0.5,1.0,0.0,,,,
Guangzhou,Children's World Exhibition Hall,,Amusement Park/Sports & Entertainment,,23.045277,113.368971,,09:30,16:30,,2.0,2.5,0.0,,,,
Guangzhou,Deng Shichang Memorial Hall,,Museum/Memorial Hall,,23.107473,113.266899,,09:00,17:00,,3.0,3.5,0.0,,,,
Guangzhou,Amy Rice Fragrance Town,,Cultural Tourism Zone,,23.553413,113.566048,,00:00,24:00,,0.5,1.0,0.0,,,,
Guangzhou,Peach Blossom Town,,Cultural Tourism Zone,,23.497222,113.621667,,00:00,23:00,,0.5,1.0,0.0,,,,
Guangzhou,Dishuiyan Forest Park,,Park,,22.911546,113.32154,,00:00,18:00,,2.0,3.0,0.0,,,,
Guangzhou,Guangzhou City Double-Decker Sightseeing Bus,,Amusement Park/Sports & Entertainment,,23.121065,113.274234,,09:30,21:30,,2.0,2.5,50.0,,,,
Guangzhou,Daling Village,,Cultural Landscape,,22.990928,113.483917,,00:00,24:00,,1.0,2.0,0.0,,,,
Guangzhou,1978 Cultural and Creative Industrial Park,,Cultural Tourism Zone,,23.302686,113.850166,,00:00,24:00,,2.0,2.5,0.0,,,,
Guangzhou,Yifangle Tian Urban Farm,,Park,,23.079113,113.310354,,09:30,22:30,,3.0,4.0,37.4,,,,
Guangzhou,Guigang Republic of China Architectural Complex,,Historical Sites,,23.127913,113.300049,,00:00,24:00,,1.0,2.5,0.0,,,,
Guangzhou,Nansha Happy World,,Amusement Park/Sports & Entertainment,,22.905648,113.403675,,10:00,19:00,,2.0,3.0,0.0,,,,
Guangzhou,Lingnan Finance Museum,,Museum/Memorial Hall,,23.130111,113.273057,,09:00,17:00,,1.0,2.0,0.0,,,,
Guangzhou,Huaguoshan Park,,Park,,23.395248,113.225884,,00:00,24:00,,1.0,1.5,0.0,,,,
Guangzhou,Guangzhou No. 8 Art Threshing Floor,,Cultural Landscape,,23.033539,113.438048,,00:00,24:00,,0.5,1.0,0.0,,,,
Guangzhou,Xiaopingyuan Leisure Science and Education Farm,,Park,,23.469808,113.192439,,09:30,19:00,,2.0,3.5,24.9,,,,
Guangzhou,Guangzhou Xiangyun Skydiving Club (Zengcheng Base),,Amusement Park/Sports & Entertainment,,23.281304,113.82263,,00:00,23:30,,2.0,3.0,0.0,,,,
Guangzhou,Haibang Water Town,,Natural Scenery,,22.948095,113.472611,,00:00,24:00,,2.5,3.0,0.0,,,,
Guangzhou,Shiji,,Historical Sites,,22.956489,113.432973,,00:00,24:00,,1.5,2.0,0.0,,,,
Guangzhou,Taohua Stream,,Natural Scenery,,23.197683,113.313586,,00:00,24:00,,2.5,3.0,0.0,,,,
Guangzhou,Xiaogang Park,,Park,,23.102924,113.287264,,00:00,21:00,,2.0,3.5,0.0,,,,
Guangzhou,Xintang Park,,Park,,23.125106,113.624689,,00:00,24:00,,0.5,1.0,0.0,,,,
Guangzhou,Nanping Village,,Red Tourism Sites,,23.554016,113.723738,,00:00,24:00,,2.0,3.0,0.0,,,,
Guangzhou,Zhoutouju Park,,Park,,23.107862,113.252296,,00:00,24:00,,2.0,3.0,0.0,,,,
Guangzhou,Shamian Street Cultural Station,,Cultural Tourism Zone,,23.113885,113.251112,,09:30,11:30,,1.0,2.5,0.0,,,,
Guangzhou,Meihua Aerospace Science Popularization Base,,Amusement Park/Sports & Entertainment,,23.422687,113.25454,,08:00,18:00,,0.5,1.5,0.0,,,,
Guangzhou,Huangpu Park,,Park,,23.104145,113.458325,,00:00,21:00,,0.5,2.0,0.0,,,,
Guangzhou,Haizhu Bridge,,Historical Sites,,23.117869,113.273947,,00:00,24:00,,3.0,4.0,0.0,,,,
Guangzhou,Teemall,"A well-known shopping center in Guangzhou, featuring a wide variety of brands and dining options, offering a great shopping experience.",Leisure Experience,,23.132333,113.322605,4.8,10:00,22:00,,1.5,3.0,0.0,,,,
Guangzhou,Taikoo Hui,A high-end shopping center featuring international luxury brands and boutique restaurants in an elegant environment.,Leisure Experience,,23.134218,113.332479,4.8,10:00,22:00,,1.5,3.0,0.0,,,,
Guangzhou,Dongshankou Arts District,"A gathering place for Republican-era villas, with numerous artistic cafes and bookstores, exuding a strong bohemian charm.",Historical and Cultural,,23.129000,113.286000,4.5,00:00,24:00,,2.0,3.5,0.0,,,,
Guangzhou,Guangdong Museum of Art (Ersha Island Branch),"An important art exhibition institution in South China, regularly hosting contemporary art exhibitions.",Art Exhibition,,23.107950,113.307228,4.8,09:00,17:00,Monday,1.5,3.0,0.0,,,,
